review_id,product_id,review_rating,review_title,review_body,ft_type_100,tokens,gpt,llama,ft_gpt_100,ft_llama_100,ft_bert_adam_100,ft_bert_adamw_100,ft_bert_sgd_100,ft_roberta_adam_100,ft_roberta_adamw_100,ft_roberta_sgd_100,ft_type_50,ft_gpt_50,ft_llama_50,ft_bert_adam_50,ft_bert_adamw_50,ft_bert_sgd_50,ft_roberta_adam_50,ft_roberta_adamw_50,ft_roberta_sgd_50
1008,41,1,buyer beware,i bought these sheets to go with a comforter i recently purchased and took them out of the box they came in and threw them in the washer immediately i wash everything newafter the cycle was finished i then threw them in the dryer and then noticed a rather large bug in the bottom of my washer which is new and has never happened before im a clean freakthe so called bug is a rather large cockroach i immediately took the set out of the dryer to double check for anymore critters thankfully there wasnt needless to say the set and the box they came in are in the fire pit as we speakdisgusting,test,125,1,2,1,1,1,1,5,1,1,5,test,1,1,1,1,2,1,1,2
1013,41,2,refundednot happy with quality,at less than 15 i shouldve known it was too good to be trueive never bought microfiber sheets so wanted to try them at a good pricei didnt even get them out of the package before i could tell by the feel that it wasnt going to cut it they reminded me of the days when all i could afford was basic 200 thread count sheet sets that you could read a newspaper through if youve spoiled yourself with 800 tc egyptian cotton sheet sets dont waste your time with theseidk what i was thinkingon the plus side the vendor made the refund quick and easy,test,126,2,3,2,2,2,2,5,2,3,5,test,2,2,2,2,2,2,1,2
1014,41,2,why was i struggling so hard to get the sheet on,in the end it looks alright and the material isnt too uncomfortable but this is my hand after struggling for 10ish minutes to try to get it to fit on my bed i dont know why it is so small and i know i ordered the right size because my bed is a regular twin and i ordered a regular twin size but it was just too difficult for just a bedsheet i rather just go without at that point if im gonna have to wrestle with my sheet every time i wash it to get it back on my bed anyways for 9 dollars ill just put up with it but still this aint it,test,133,1,4,2,2,2,2,5,1,3,5,test,2,2,2,2,2,3,2,2
1017,41,3,difficult fitted sheet,i overall like the price of this product and it availability from amazon i had difficulty putting the fitted sheet on my 12 inch full size mattress the pockets are 14 inches but the sheet required me to exert some energy to lift my mattress and really stretch the sheet to fit so the pockets would fit and not pop out im somewhat surprised i havent seen this feedback in other reviews it was some real effort to make it work after 23 nights of the sheet jumping off the mattress a deeper pocket of 16 inches or more might be a better fit in real life use i dont like lifting my mattress to fit a simple sheet,test,128,3,2,3,2,3,3,5,3,3,5,test,3,2,3,3,2,3,3,2
1024,41,4,cooling sheets,i had read that these sheets are highly rated as cooling sheets and we got hit with some very hot nights so i decided to give them a try the blush color is nice i would not say they are soft in the typical sense they are smooth and even a bit slippery the fitted sheet is really big i do need deep pockets but these are extra i have some strap things to hold them in place the top sheet is not proportionate to the fitted i feel like i slept cooler than in previous years they are a good value,test,106,4,4,4,4,4,4,5,3,4,5,test,4,4,4,4,2,4,5,2
1037,42,1,do not dry in dryer,warning do not dry in dryer i had to wash my comforter because it smelled horrible when i took it out of the package i followed the care instructions it said to tumble dry on low thank god i smelled it before it caused a real problem i smelled burning plastic so i stopped the dryer the comforter melted it also had some burn spots if you buy this please just air dry i contacted amazon and they were very understanding and gave me a fefund i loved how soft it was but i was also disappointed in how thin it was very disappointing,test,113,1,3,1,3,1,1,5,1,1,5,test,1,3,1,1,2,1,1,2
1063,43,2,had to return,packaged great butit looks pretty fake as there are plastic sticks on the exterior of the plant leaves so up close theres no doubt its fake in the center of the plant it has a thick plastic green stick its also not as full as the picture shows i put it in a planter and it looked tiny cant really bend the leaves either due to the type of plastic used this would be a good product if you keep it in a place where its not in direct sunlight to highlight the plastic pieces and possibly up higher on shelf otherwise i wouldnt suggest it unfortunately,test,113,2,2,2,2,2,2,5,2,3,5,test,2,2,2,2,2,2,2,2
1064,43,2,wont stand on its own,this tree is so pretty in personi planned on putting this into a nice decorative basket but unfortunately the bottom base was glued on crooked so the tree will not stand up on its own without being up against a wall we did end up taking the bottom part off and regluing so it could stand up right but its very top heavy just walking past it makes it fall over i believe they should have made this with a heavier bottom base i wouldnt recommend unless you plan on changing the stand,test,104,2,1,2,1,2,2,5,2,3,5,test,2,1,2,1,2,2,2,2
1094,44,2,felt like plastic,its a shame ive yet to find a blanket that didnt feel like plastic,test,17,1,1,1,1,1,2,5,2,3,5,test,1,1,2,2,2,1,1,2
1097,44,3,much thinner than expected,not like a normal comforter very thin feels flimsy,test,16,2,1,2,1,3,2,5,2,3,5,test,2,1,2,2,2,2,1,2
1101,44,3,there is no pillow shams with it very disappointed,no pillows shams very disappointed,test,16,1,1,1,1,2,2,5,2,3,5,test,1,1,1,1,2,2,1,2
1102,44,4,fair price very lightweight,good quality for the price and was lightweight as expected,test,14,4,4,4,4,4,4,5,4,4,5,test,4,4,4,4,2,4,5,2
1117,45,1,this faded,i need to return this unfortunately it faded,test,10,2,2,2,1,1,2,5,2,3,5,test,2,1,1,1,2,2,2,2
1130,45,4,good quality,realized it wouldnt work for me so i donated itbut very nice,test,16,4,5,4,4,4,5,5,3,3,5,test,4,4,4,3,2,4,4,2
1137,45,5,super soft,for the price i was extremely impressed i wanted a light stripe just like this and something very soft i read reviewers comments on how soft it was but its more soft than i expected it honestly looks pricey and luxuriousi knew it had snap closure personally im now not a fan off the snaps but had i not tried i wouldnt have known i prefer buttons or a zipper rather than these snaps because just sliding my comforter around to fit evenly on the bed it can easily unsnap although the snap closure placed a few inches above the bottom hem looks niceyou cant beat the quality for this price,test,118,5,5,4,5,4,4,5,5,4,5,test,4,5,4,4,2,4,5,2
1140,45,5,material,amazing very soft material and cozy love my purchase,test,10,5,5,5,5,5,5,5,5,5,5,test,5,5,5,5,2,5,5,2
1157,46,4,good but not terrific,cotton jersey sheetswhat a marvelous invention ive used them for years these particular sheets are a good value based on value the sheets are a solid 4 stars but not idealthe important stuff theyre very comfortable fit a 14 mattress with room to spare launder well and theyre cotton theyre softer than muslin percale and even high thread count egyptian cotton sheets so why just 4 starsthe annoyance theyre thinner than other jersey sheets ive bought in the same price range and thinner than an average outerwear teeshirtthe following comment doesnt affect the sheets value its an its my own fault gripei should have read more reviews and remembered that colors render differently on computer screens the sheets are not true redmore a funereal maroon or muddy burgundy than the bright warm cheery red sheets ive had beforenext time i buy these sheets ill just pick another color,test,178,4,4,4,4,4,4,5,4,4,5,test,4,4,4,3,2,3,3,2
1162,46,5,surprisingly good quality,honestly i did not truly expect these to be so nice they are a tad oversized so the fitted sheet tucks all the way under our 12 mattress theyre pretty soft especially after a wash i put them into the dryer on regular heat with wool dryer balls and they came out perfectly fine cozy enough for winter but leo pretty breathable in our hot nc summers im going to buy a few more sets for our guest room and theyd make a pretty good gift too they are by no means fancy high thread count or anything but theyre very comfy and dont break the bank,test,116,5,5,5,5,5,5,5,5,4,5,test,5,5,5,5,2,5,5,2
1168,47,1,gross waxy texture,this curtain looks nice but is coated with a waterproofing agent that is waxy and makes my fingers itch i washed the curtain but that didnt help probably because the waterproofing agent is intended to remain even after washing it is very waxy the water beads right up on the curtain and rolls down into the tub so the wax does its job if it didnt feel so gross maybe it would be ok except i need to wash my hands again after opening or closing the curtain the label only says 100 percent polyester and doesnt disclose what the wax is not happy with the quality,test,116,1,1,1,1,1,1,5,2,1,5,test,1,1,1,1,2,1,1,2
